person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,credit_score,loan_percent_income,person_home_ownership,loan_intent,previous_loan_defaults_on_file,loan_status
46.0,1337171.0,14,4942446,22.81,893.0,3.6962,RENT,DEBTCONSOLIDATION,N,1
63.0,3083361.0,21,3297477,21.56,676.0,1.0694,OTHER,HOMEIMPROVEMENT,N,1
59.0,571655.0,21,2529920,14.83,737.0,4.4256,MORTGAGE,MEDICAL,N,1
47.0,949717.0,20,1843185,21.05,721.0,1.9408,MORTGAGE,VENTURE,N,1
49.0,2632266.0,1,3279083,14.19,455.0,1.2457,MORTGAGE,MEDICAL,N,0
58.0,1071806.0,39,1936458,11.29,634.0,1.8067,OTHER,MEDICAL,Y,0
40.0,3557129.0,17,2271516,23.72,830.0,0.6386,MORTGAGE,EDUCATION,Y,0
47.0,941043.0,22,2232603,12.17,880.0,2.3725,OTHER,MEDICAL,N,1
61.0,3451112.0,12,2435393,12.5,431.0,0.7057,OWN,DEBTCONSOLIDATION,N,1
40.0,1343728.0,8,2778696,23.82,800.0,2.0679,OTHER,EDUCATION,N,1
64.0,1654329.0,6,3114689,9.28,821.0,1.8828,RENT,PERSONAL,N,1
39.0,1927850.0,0,3376136,19.93,439.0,1.7512,RENT,HOMEIMPROVEMENT,N,0
40.0,685888.0,1,3085702,22.91,434.0,4.4988,OWN,EDUCATION,Y,0
55.0,4068446.0,3,2676601,15.7,706.0,0.6579,OWN,MEDICAL,N,1
22.0,2718921.0,13,158616,7.04,393.0,0.0583,RENT,HOMEIMPROVEMENT,N,1
50.0,4962940.0,31,1595851,13.38,540.0,0.3216,MORTGAGE,MEDICAL,Y,0
54.0,2352888.0,35,4733831,8.9,464.0,2.0119,MORTGAGE,MEDICAL,N,1
42.0,2009722.0,1,4773377,14.08,624.0,2.3751,MORTGAGE,EDUCATION,N,0
23.0,4274741.0,39,2326744,20.43,517.0,0.5443,OWN,PERSONAL,Y,0
26.0,2702192.0,13,2266652,14.46,530.0,0.8388,RENT,MEDICAL,N,1
35.0,285797.0,19,1106158,14.34,881.0,3.8704,OTHER,DEBTCONSOLIDATION,N,1
,2683573.0,24,3487356,16.47,885.0,1.2995,OWN,EDUCATION,N,1
30.0,1874620.0,7,4992023,16.89,478.0,2.663,RENT,DEBTCONSOLIDATION,N,0
29.0,2732229.0,27,1768446,21.56,379.0,0.6473,MORTGAGE,DEBTCONSOLIDATION,N,0
53.0,3262734.0,20,3474060,12.24,,1.0648,MORTGAGE,MEDICAL,Y,1
52.0,4980165.0,22,4579342,20.97,460.0,0.9195,MORTGAGE,DEBTCONSOLIDATION,N,0
26.0,508062.0,31,1191420,16.62,726.0,2.345,RENT,HOMEIMPROVEMENT,N,1
,3105251.0,7,3339854,12.11,702.0,1.0756,MORTGAGE,PERSONAL,Y,0
56.0,2227645.0,30,3079534,12.02,331.0,1.3824,RENT,MEDICAL,N,0
22.0,1551471.0,36,2008318,13.14,420.0,1.2945,OWN,DEBTCONSOLIDATION,N,1
49.0,4929897.0,15,3915592,17.59,814.0,0.7943,OTHER,PERSONAL,Y,0
24.0,1866548.0,39,3476165,10.92,684.0,1.8623,MORTGAGE,PERSONAL,N,1
21.0,4554003.0,26,4678818,22.65,724.0,1.0274,OWN,HOMEIMPROVEMENT,N,1
39.0,1168143.0,39,4735805,16.77,775.0,4.0541,OWN,HOMEIMPROVEMENT,Y,0
46.0,4250321.0,17,2989465,22.64,859.0,0.7034,RENT,VENTURE,Y,0
45.0,4308527.0,34,2516332,7.79,466.0,0.584,OWN,PERSONAL,Y,0
30.0,2037145.0,14,986273,12.82,688.0,0.4841,RENT,MEDICAL,Y,0
35.0,2247711.0,26,4063899,7.39,632.0,1.808,RENT,HOMEIMPROVEMENT,N,1
42.0,187361.0,16,1011008,11.63,822.0,5.396,OWN,MEDICAL,N,1
41.0,3048845.0,39,811341,21.65,770.0,0.2661,RENT,PERSONAL,N,1
42.0,3613227.0,1,2523736,7.62,823.0,0.6985,RENT,HOMEIMPROVEMENT,N,1
56.0,2607856.0,30,4298439,14.41,352.0,1.6483,RENT,VENTURE,N,1
54.0,,36,3368296,9.0,866.0,1.7618,OWN,PERSONAL,N,1
50.0,2491102.0,33,3900230,14.09,320.0,1.5657,OTHER,MEDICAL,N,1
45.0,3721488.0,33,4187134,,318.0,1.1251,RENT,VENTURE,N,0
48.0,150037.0,2,1427098,17.59,755.0,9.5116,MORTGAGE,PERSONAL,N,1
21.0,3767177.0,16,2465717,19.52,621.0,0.6545,OWN,HOMEIMPROVEMENT,N,0
24.0,4647868.0,13,2974123,12.93,732.0,0.6399,OWN,DEBTCONSOLIDATION,N,1
27.0,771531.0,13,1329943,23.05,358.0,1.7238,RENT,PERSONAL,N,0
29.0,803668.0,37,874686,19.06,450.0,1.0884,OWN,EDUCATION,Y,0
56.0,3554158.0,34,4009011,14.17,739.0,1.128,MORTGAGE,MEDICAL,N,1
39.0,2806040.0,0,4254348,14.25,357.0,1.5161,OTHER,HOMEIMPROVEMENT,N,0
21.0,853645.0,28,2716440,22.62,873.0,3.1822,OWN,HOMEIMPROVEMENT,N,1
30.0,1455927.0,3,4086999,16.8,592.0,2.8071,OWN,EDUCATION,N,1
56.0,2771872.0,32,2834514,19.01,481.0,1.0226,OWN,DEBTCONSOLIDATION,N,0
29.0,743975.0,16,3448900,14.09,377.0,4.6358,RENT,VENTURE,N,1
62.0,3015728.0,27,1892961,10.8,404.0,0.6277,MORTGAGE,HOMEIMPROVEMENT,N,0
52.0,4133063.0,25,67965,19.3,560.0,0.0164,OTHER,VENTURE,N,1
52.0,2432373.0,7,4274080,17.33,522.0,1.7572,MORTGAGE,VENTURE,N,0
26.0,2990152.0,33,2198084,15.52,783.0,0.7351,MORTGAGE,VENTURE,Y,0
58.0,2700552.0,17,2975915,17.61,428.0,1.102,OWN,DEBTCONSOLIDATION,N,0
37.0,1002224.0,30,3629390,10.54,618.0,3.6213,OTHER,PERSONAL,N,1
30.0,2542735.0,26,4534430,20.5,808.0,1.7833,MORTGAGE,EDUCATION,N,1
47.0,1511968.0,15,406562,23.12,319.0,0.2689,OTHER,MEDICAL,N,0
,3772546.0,9,186251,22.15,534.0,0.0494,RENT,EDUCATION,Y,0
41.0,3756940.0,39,3794789,12.46,896.0,1.0101,OWN,HOMEIMPROVEMENT,Y,0
45.0,3218929.0,11,2934101,13.9,853.0,0.9115,RENT,EDUCATION,N,1
48.0,3750200.0,21,2319830,20.74,649.0,0.6186,OTHER,MEDICAL,Y,0
35.0,709031.0,15,4686808,17.12,752.0,6.6102,OWN,PERSONAL,N,1
24.0,2851243.0,11,1539546,16.31,885.0,0.54,RENT,HOMEIMPROVEMENT,N,1
49.0,2269228.0,10,4515023,22.75,808.0,1.9897,OWN,PERSONAL,N,1
29.0,4585728.0,19,4909619,16.11,722.0,1.0706,RENT,HOMEIMPROVEMENT,N,1
47.0,356384.0,0,201750,15.75,489.0,0.5661,MORTGAGE,MEDICAL,N,0
46.0,3677089.0,26,2692133,7.71,424.0,0.7321,OWN,PERSONAL,N,0
39.0,4285554.0,2,827865,8.18,305.0,0.1932,OTHER,MEDICAL,N,1
48.0,4489242.0,11,220087,7.13,757.0,0.049,OWN,MEDICAL,N,1
37.0,,29,2822627,22.53,853.0,0.8995,OTHER,DEBTCONSOLIDATION,N,1
63.0,1129907.0,8,612651,13.94,869.0,0.5422,RENT,EDUCATION,N,1
61.0,363968.0,36,1166480,14.97,821.0,3.2049,RENT,HOMEIMPROVEMENT,N,1
62.0,4732692.0,0,3462572,21.37,388.0,0.7316,OTHER,VENTURE,N,0
40.0,444957.0,3,4843544,17.36,410.0,10.8854,RENT,VENTURE,N,1
60.0,2051737.0,14,4544024,17.36,850.0,2.2147,OWN,PERSONAL,N,1
59.0,2497855.0,26,1602341,12.04,696.0,0.6415,RENT,MEDICAL,N,1
43.0,1614458.0,7,1276366,21.18,310.0,0.7906,OTHER,EDUCATION,Y,0
52.0,2452743.0,22,3706065,9.82,796.0,1.511,OTHER,HOMEIMPROVEMENT,N,1
53.0,4738156.0,14,1017567,7.9,315.0,0.2148,MORTGAGE,PERSONAL,N,1
25.0,1135461.0,26,532471,10.26,332.0,0.4689,OTHER,MEDICAL,N,0
63.0,2771021.0,30,2643913,11.55,788.0,0.9541,RENT,DEBTCONSOLIDATION,Y,0
54.0,3505361.0,38,3893333,11.8,487.0,1.1107,OTHER,VENTURE,N,1
60.0,1956423.0,7,858268,18.4,870.0,0.4387,RENT,VENTURE,N,1
31.0,2100408.0,29,4508912,10.7,757.0,2.1467,RENT,HOMEIMPROVEMENT,Y,0
23.0,777915.0,17,1596578,18.5,350.0,2.0524,MORTGAGE,HOMEIMPROVEMENT,N,0
53.0,3744128.0,3,961712,8.55,570.0,0.2569,RENT,HOMEIMPROVEMENT,N,1
31.0,1326957.0,21,3099339,9.5,763.0,2.3357,OTHER,PERSONAL,N,1
36.0,1556427.0,2,222875,15.65,342.0,0.1432,OTHER,HOMEIMPROVEMENT,N,1
38.0,,14,3252716,22.67,838.0,0.8937,OTHER,PERSONAL,N,1
50.0,4045090.0,34,1325856,21.61,867.0,0.3278,RENT,EDUCATION,N,1
30.0,1995786.0,37,1156691,23.47,420.0,0.5796,OTHER,MEDICAL,Y,0
38.0,2915013.0,32,4235820,18.06,615.0,1.4531,OWN,VENTURE,Y,0
58.0,186382.0,13,349126,18.49,414.0,1.8732,OWN,PERSONAL,N,0
39.0,1012219.0,0,2080203,17.63,753.0,2.0551,OTHER,MEDICAL,Y,0
56.0,1868303.0,25,2868885,17.59,819.0,1.5356,RENT,DEBTCONSOLIDATION,N,1
33.0,4202127.0,7,2742513,9.5,636.0,0.6526,OTHER,HOMEIMPROVEMENT,N,0
23.0,1424856.0,15,4197398,,539.0,2.9458,OWN,VENTURE,N,1
30.0,3951082.0,37,3541949,13.56,685.0,0.8965,RENT,DEBTCONSOLIDATION,N,1
58.0,3496668.0,9,4734152,14.52,444.0,1.3539,OTHER,PERSONAL,N,1
21.0,4079268.0,36,3585341,,676.0,0.8789,RENT,HOMEIMPROVEMENT,N,1
47.0,2857260.0,25,480409,9.18,303.0,0.1681,OTHER,MEDICAL,Y,0
28.0,3355677.0,27,1883090,13.11,627.0,0.5612,MORTGAGE,EDUCATION,N,1
62.0,2656068.0,11,217932,8.08,496.0,0.0821,RENT,MEDICAL,N,1
37.0,1785407.0,19,139189,23.65,688.0,0.078,OWN,PERSONAL,N,1
29.0,4242550.0,13,3705263,9.01,560.0,0.8734,OWN,EDUCATION,N,0
26.0,633075.0,34,1010598,11.39,393.0,1.5963,OWN,EDUCATION,N,0
63.0,,28,1042302,22.15,556.0,0.2536,OWN,HOMEIMPROVEMENT,N,0
45.0,1927310.0,11,3306743,15.21,435.0,1.7157,OTHER,MEDICAL,N,0
59.0,477370.0,17,1624850,9.31,824.0,3.4038,OTHER,PERSONAL,N,1
48.0,3078751.0,1,2413810,13.53,797.0,0.784,RENT,DEBTCONSOLIDATION,Y,0
53.0,2314533.0,1,4125617,8.97,477.0,1.7825,MORTGAGE,DEBTCONSOLIDATION,N,1
57.0,983142.0,16,3037287,10.4,411.0,3.0894,MORTGAGE,EDUCATION,Y,0
,4623214.0,9,1740891,7.88,563.0,0.3766,RENT,HOMEIMPROVEMENT,N,0
38.0,4446720.0,17,1892375,14.45,713.0,0.4256,OWN,DEBTCONSOLIDATION,N,1
41.0,3832796.0,21,80408,20.71,668.0,0.021,MORTGAGE,EDUCATION,N,1
22.0,992653.0,18,3379883,16.96,890.0,3.4049,MORTGAGE,MEDICAL,N,1
63.0,1986517.0,0,1325473,17.31,677.0,0.6672,RENT,DEBTCONSOLIDATION,N,1
58.0,501637.0,23,3681849,10.41,885.0,7.3397,OWN,VENTURE,N,1
60.0,327946.0,35,3915320,12.85,682.0,11.9389,OTHER,PERSONAL,N,1
56.0,1014899.0,24,246192,21.37,810.0,0.2426,OTHER,VENTURE,Y,0
63.0,413503.0,35,4562425,8.49,676.0,11.0336,MORTGAGE,MEDICAL,N,1
57.0,2468292.0,30,574312,21.58,844.0,0.2327,OTHER,VENTURE,N,1
35.0,2176393.0,30,3928156,15.22,372.0,1.8049,RENT,MEDICAL,N,1
48.0,3152083.0,1,3689956,21.23,803.0,1.1706,MORTGAGE,MEDICAL,N,0
38.0,4676226.0,18,2928753,12.41,651.0,0.6263,MORTGAGE,HOMEIMPROVEMENT,N,1
54.0,2529897.0,11,350791,12.76,624.0,0.1387,OWN,VENTURE,Y,0
42.0,1444416.0,9,4391705,19.78,687.0,3.0405,OTHER,EDUCATION,N,1
31.0,2135196.0,30,2551526,20.34,539.0,1.195,OWN,MEDICAL,N,0
33.0,4068198.0,21,2346506,10.9,373.0,0.5768,MORTGAGE,VENTURE,N,1
24.0,1710121.0,22,4353169,23.54,330.0,2.5455,OTHER,EDUCATION,N,0
42.0,593035.0,22,3763698,8.44,778.0,6.3465,OWN,PERSONAL,Y,0
27.0,3249072.0,14,998652,8.16,313.0,0.3074,OTHER,EDUCATION,N,1
63.0,2185115.0,25,4362641,17.12,615.0,1.9965,MORTGAGE,VENTURE,Y,0
44.0,839317.0,2,281695,19.29,367.0,0.3356,MORTGAGE,VENTURE,N,0
24.0,4702636.0,22,300538,23.34,837.0,0.0639,MORTGAGE,EDUCATION,N,1
48.0,901240.0,19,2674427,13.88,590.0,2.9675,RENT,EDUCATION,N,1
35.0,4465596.0,39,3488511,7.43,323.0,0.7812,OWN,DEBTCONSOLIDATION,N,0
21.0,4434874.0,38,2000170,17.25,714.0,0.451,OWN,MEDICAL,N,1
23.0,1145791.0,7,1535249,11.92,335.0,1.3399,MORTGAGE,VENTURE,Y,0
34.0,2370943.0,17,4787234,14.36,400.0,2.0191,OWN,MEDICAL,N,0
58.0,3212138.0,5,1768185,15.3,845.0,0.5505,MORTGAGE,MEDICAL,N,1
21.0,1691121.0,26,2420959,8.1,338.0,1.4316,OWN,PERSONAL,N,1
58.0,2110299.0,35,1617820,15.26,510.0,0.7666,OTHER,VENTURE,Y,0
58.0,3003501.0,14,3957775,14.25,891.0,1.3177,OWN,MEDICAL,N,1
41.0,,36,2894465,,471.0,0.9721,MORTGAGE,PERSONAL,N,0
49.0,2609622.0,4,4599367,17.98,741.0,1.7625,OWN,DEBTCONSOLIDATION,Y,0
25.0,2047459.0,38,4964567,10.15,358.0,2.4247,OTHER,MEDICAL,N,1
30.0,,8,3075783,10.5,709.0,0.7006,OTHER,MEDICAL,N,1
48.0,4099842.0,6,1408366,11.27,833.0,0.3435,OTHER,DEBTCONSOLIDATION,N,1
41.0,1365442.0,19,1185724,10.04,664.0,0.8684,MORTGAGE,VENTURE,N,1
27.0,4267095.0,9,1664714,18.17,666.0,0.3901,RENT,EDUCATION,N,1
23.0,2730309.0,25,4375307,23.91,643.0,1.6025,MORTGAGE,DEBTCONSOLIDATION,N,1
40.0,3465537.0,3,4641444,18.09,595.0,1.3393,OTHER,EDUCATION,N,0
39.0,2741318.0,37,2916550,17.31,640.0,1.0639,OWN,VENTURE,N,0
55.0,4397328.0,23,2033921,13.97,822.0,0.4625,OTHER,EDUCATION,N,1
24.0,1601469.0,13,599413,12.31,564.0,0.3743,RENT,HOMEIMPROVEMENT,Y,0
25.0,3450874.0,0,2342229,22.49,823.0,0.6787,RENT,EDUCATION,Y,0
21.0,4886416.0,16,1175872,23.47,337.0,0.2406,OTHER,DEBTCONSOLIDATION,N,0
24.0,4213997.0,23,4329659,15.45,430.0,1.0274,MORTGAGE,MEDICAL,N,1
32.0,4862838.0,26,461930,11.93,681.0,0.095,RENT,MEDICAL,N,1
,198926.0,6,2621401,20.09,524.0,13.1778,OTHER,PERSONAL,N,0
62.0,3901387.0,8,646984,9.25,442.0,0.1658,MORTGAGE,DEBTCONSOLIDATION,N,1
43.0,2929060.0,34,1549769,20.02,730.0,0.5291,OWN,VENTURE,N,1
45.0,4707418.0,11,640363,20.92,688.0,0.136,MORTGAGE,PERSONAL,N,1
41.0,633791.0,20,3409459,9.12,353.0,5.3795,RENT,MEDICAL,N,0
44.0,1820930.0,2,4337305,23.61,323.0,2.3819,MORTGAGE,MEDICAL,N,0
45.0,2308714.0,14,3513025,23.75,694.0,1.5216,MORTGAGE,PERSONAL,N,1
52.0,3598281.0,20,2617604,,418.0,0.7275,OWN,DEBTCONSOLIDATION,Y,0
52.0,,9,915954,15.43,885.0,0.4163,OTHER,HOMEIMPROVEMENT,N,1
25.0,946266.0,32,1466036,11.18,484.0,1.5493,MORTGAGE,EDUCATION,N,1
56.0,2772280.0,5,2991999,16.89,491.0,1.0793,OWN,HOMEIMPROVEMENT,N,1
62.0,4375872.0,1,4066441,14.14,786.0,0.9293,RENT,HOMEIMPROVEMENT,N,1
62.0,,28,4154475,10.5,683.0,5.121,OTHER,HOMEIMPROVEMENT,N,1
59.0,760326.0,39,1404021,14.2,645.0,1.8466,RENT,DEBTCONSOLIDATION,N,1
36.0,1395749.0,32,4633415,18.29,772.0,3.3197,OTHER,HOMEIMPROVEMENT,N,1
53.0,1106277.0,3,2655307,8.21,302.0,2.4002,MORTGAGE,EDUCATION,N,0
41.0,2376941.0,3,3003091,12.67,349.0,1.2634,MORTGAGE,VENTURE,N,1
29.0,1568180.0,28,4532020,7.3,803.0,2.89,OTHER,PERSONAL,Y,0
26.0,4846298.0,36,2565602,19.74,510.0,0.5294,RENT,HOMEIMPROVEMENT,N,1
55.0,224723.0,19,1142324,17.89,827.0,5.0833,RENT,HOMEIMPROVEMENT,N,1
59.0,,22,4346628,8.07,582.0,1.3716,RENT,PERSONAL,N,1
42.0,3876904.0,17,4289565,23.4,678.0,1.1064,MORTGAGE,PERSONAL,N,1
61.0,,24,2875883,7.38,625.0,1.7088,OTHER,VENTURE,N,0
25.0,942515.0,0,4013043,17.03,597.0,4.2578,OTHER,MEDICAL,Y,0
62.0,1543196.0,14,2663611,20.2,437.0,1.726,RENT,VENTURE,N,0
43.0,1185211.0,33,1611381,20.39,424.0,1.3596,MORTGAGE,MEDICAL,N,1
37.0,2339568.0,19,2009657,7.58,691.0,0.859,OTHER,DEBTCONSOLIDATION,N,1
32.0,4084740.0,36,2659088,22.41,701.0,0.651,OTHER,EDUCATION,N,1
43.0,797122.0,26,2438950,22.61,779.0,3.0597,RENT,VENTURE,N,1
36.0,3932164.0,21,3960070,16.54,700.0,1.0071,RENT,EDUCATION,N,1
23.0,1911331.0,4,219691,15.2,869.0,0.1149,OTHER,PERSONAL,N,1
50.0,2027329.0,33,4676243,7.76,,2.3066,MORTGAGE,VENTURE,N,1
42.0,3042970.0,38,3680440,16.55,365.0,1.2095,OWN,DEBTCONSOLIDATION,N,1
29.0,465315.0,2,4189388,13.96,727.0,9.0033,OTHER,PERSONAL,Y,0
49.0,300594.0,16,4882818,20.14,820.0,16.2439,OTHER,DEBTCONSOLIDATION,N,1
57.0,870892.0,23,2810678,13.87,731.0,3.2274,MORTGAGE,DEBTCONSOLIDATION,N,1
43.0,4213903.0,23,4085224,18.62,404.0,0.9695,OTHER,HOMEIMPROVEMENT,Y,0
33.0,4529455.0,2,1354721,8.72,388.0,0.2991,OWN,PERSONAL,Y,0
52.0,4109015.0,6,1231172,9.26,305.0,0.2996,MORTGAGE,DEBTCONSOLIDATION,Y,0
43.0,2282942.0,24,3093211,9.38,457.0,1.3549,OWN,HOMEIMPROVEMENT,N,0
37.0,2822452.0,2,4205608,7.77,678.0,1.4901,OWN,MEDICAL,N,1
60.0,2364979.0,14,2754162,16.2,629.0,1.1646,OTHER,HOMEIMPROVEMENT,N,1
41.0,3555851.0,28,908880,20.5,402.0,0.2556,OWN,MEDICAL,N,1
22.0,346211.0,28,3073940,17.38,522.0,8.8788,OTHER,HOMEIMPROVEMENT,N,0
57.0,1986082.0,9,3244055,16.77,701.0,1.6334,OTHER,HOMEIMPROVEMENT,N,1
26.0,2387699.0,31,87354,18.57,844.0,0.0366,MORTGAGE,EDUCATION,N,1
64.0,4490496.0,22,2533985,12.77,808.0,0.5643,MORTGAGE,EDUCATION,Y,0
38.0,4608434.0,38,1178621,13.15,483.0,0.2558,MORTGAGE,PERSONAL,N,1
50.0,,8,4394200,12.34,386.0,2.2384,OTHER,DEBTCONSOLIDATION,N,1
42.0,4737281.0,36,3279508,19.11,880.0,0.6923,OWN,EDUCATION,N,1
53.0,4952850.0,39,3190035,9.75,,0.6441,OWN,MEDICAL,N,1
50.0,527332.0,13,2354811,7.22,837.0,4.4655,MORTGAGE,EDUCATION,N,1
37.0,234153.0,3,2892396,17.14,712.0,12.3526,MORTGAGE,PERSONAL,N,1
63.0,1276018.0,19,1323964,23.02,817.0,1.0376,OTHER,VENTURE,N,1
52.0,4122162.0,27,4095952,17.36,594.0,0.9936,RENT,MEDICAL,Y,0
62.0,4322060.0,13,1083666,20.31,559.0,0.2507,RENT,VENTURE,N,1
34.0,1458064.0,33,2207047,18.44,683.0,1.5137,OTHER,MEDICAL,N,1
30.0,228947.0,12,451752,15.46,603.0,1.9732,RENT,DEBTCONSOLIDATION,N,0
56.0,2103980.0,30,2360707,19.21,615.0,1.122,RENT,DEBTCONSOLIDATION,N,0
54.0,2688361.0,32,4074833,21.01,376.0,1.5157,RENT,DEBTCONSOLIDATION,Y,0
29.0,4119411.0,38,3030346,10.82,678.0,0.7356,MORTGAGE,PERSONAL,N,1
62.0,1118410.0,27,546809,12.71,760.0,0.4889,OWN,EDUCATION,N,1
48.0,2560912.0,24,4828738,10.8,355.0,1.8856,OWN,VENTURE,N,0
31.0,2749087.0,31,2251928,14.69,380.0,0.8192,MORTGAGE,VENTURE,Y,0
34.0,4086642.0,8,2166085,22.05,475.0,0.53,MORTGAGE,EDUCATION,N,0
59.0,2617286.0,27,1653965,12.87,682.0,0.6319,MORTGAGE,PERSONAL,N,1
39.0,3517764.0,30,4248160,13.37,448.0,1.2076,RENT,EDUCATION,N,1
35.0,3761880.0,16,3999512,21.63,580.0,1.0632,OTHER,HOMEIMPROVEMENT,N,1
48.0,844934.0,22,2530983,15.76,644.0,2.9955,OTHER,HOMEIMPROVEMENT,N,1
44.0,1190835.0,12,1821146,16.1,708.0,1.5293,RENT,DEBTCONSOLIDATION,Y,0
28.0,2028292.0,9,3040168,21.63,329.0,1.4989,RENT,HOMEIMPROVEMENT,Y,0
63.0,4613786.0,15,804733,,721.0,0.1744,MORTGAGE,VENTURE,N,1
29.0,292617.0,5,3242577,18.59,530.0,11.0813,MORTGAGE,DEBTCONSOLIDATION,N,0
53.0,1418962.0,10,4933657,8.46,658.0,3.4769,OWN,VENTURE,Y,1
53.0,2251847.0,2,1522820,10.04,461.0,0.6763,MORTGAGE,PERSONAL,N,1
39.0,1180120.0,27,359135,13.87,527.0,0.3043,RENT,MEDICAL,N,1
23.0,1184780.0,14,2599626,15.41,,2.1942,OWN,EDUCATION,N,0
30.0,3834334.0,12,1475226,23.42,372.0,0.3847,MORTGAGE,MEDICAL,N,0
60.0,1614123.0,16,1467466,23.5,698.0,0.9091,OWN,VENTURE,N,1
62.0,1906608.0,6,942930,21.47,394.0,0.4946,OWN,EDUCATION,Y,0
21.0,2717228.0,27,3097287,12.37,774.0,1.1399,MORTGAGE,VENTURE,N,1
49.0,899045.0,37,1365511,23.39,394.0,1.5188,OTHER,PERSONAL,N,0
54.0,,12,3124917,18.72,423.0,3.0573,RENT,DEBTCONSOLIDATION,N,1
33.0,4184480.0,16,4995680,13.68,799.0,1.1939,RENT,EDUCATION,N,1
21.0,537405.0,14,2538194,18.93,347.0,4.7231,OWN,VENTURE,N,1
54.0,4711786.0,35,471322,7.28,394.0,0.1,OTHER,HOMEIMPROVEMENT,Y,0
49.0,4908669.0,27,3510911,9.48,776.0,0.7152,OTHER,HOMEIMPROVEMENT,N,1
33.0,4686363.0,14,3621930,21.1,332.0,0.7729,MORTGAGE,VENTURE,Y,0
49.0,1858175.0,10,3392807,17.97,417.0,1.8259,MORTGAGE,MEDICAL,N,0
59.0,3537232.0,30,3211297,13.19,550.0,0.9079,RENT,DEBTCONSOLIDATION,N,1
,3251004.0,3,2188586,15.51,602.0,0.6732,MORTGAGE,PERSONAL,N,0
46.0,3082208.0,34,3400518,22.39,421.0,1.1033,MORTGAGE,PERSONAL,N,0
37.0,2060155.0,33,952967,17.74,517.0,0.4626,OWN,VENTURE,N,0
27.0,1858086.0,26,1110658,13.77,352.0,0.5977,OTHER,PERSONAL,N,1
33.0,4337442.0,9,457905,9.05,425.0,0.1056,OTHER,EDUCATION,N,1
25.0,3962197.0,29,2445703,11.99,458.0,0.6173,MORTGAGE,PERSONAL,N,1
46.0,4050838.0,19,3759088,23.63,475.0,0.928,MORTGAGE,HOMEIMPROVEMENT,N,0
23.0,831376.0,28,518469,14.44,591.0,0.6236,MORTGAGE,VENTURE,Y,0
27.0,1865872.0,28,3945377,15.02,458.0,2.1145,RENT,EDUCATION,N,0
59.0,1106740.0,22,3629586,15.48,790.0,3.2795,RENT,PERSONAL,N,1
21.0,2360846.0,20,2743440,22.03,656.0,1.1621,OWN,HOMEIMPROVEMENT,N,1
37.0,4578760.0,9,2947093,17.27,536.0,0.6436,RENT,DEBTCONSOLIDATION,N,0
63.0,2459231.0,11,2407866,18.79,727.0,0.9791,OTHER,MEDICAL,N,1
45.0,4760764.0,29,3687050,13.62,424.0,0.7745,RENT,PERSONAL,Y,0
23.0,1654819.0,32,2123415,7.49,614.0,1.2832,OTHER,HOMEIMPROVEMENT,N,1
35.0,4645433.0,17,1239747,22.83,578.0,0.2669,RENT,DEBTCONSOLIDATION,N,1
49.0,2117582.0,13,619563,23.14,404.0,0.2926,RENT,DEBTCONSOLIDATION,N,1
63.0,990268.0,21,785299,23.14,341.0,0.793,OWN,HOMEIMPROVEMENT,N,0
52.0,3880864.0,20,1340295,23.04,696.0,0.3454,MORTGAGE,HOMEIMPROVEMENT,N,1
46.0,202635.0,0,1080807,20.86,759.0,5.3338,MORTGAGE,HOMEIMPROVEMENT,N,0
,4365250.0,14,4907395,18.64,790.0,1.1242,MORTGAGE,MEDICAL,N,1
45.0,1133638.0,35,819532,21.36,864.0,0.7229,OWN,VENTURE,N,1
48.0,4125904.0,21,3821856,17.21,467.0,0.9263,OTHER,HOMEIMPROVEMENT,N,0
29.0,3413457.0,31,1567711,9.28,473.0,0.4593,RENT,VENTURE,N,1
21.0,4336080.0,32,783418,13.65,671.0,0.1807,OWN,DEBTCONSOLIDATION,N,1
49.0,2941671.0,38,21357,23.51,898.0,0.0073,OTHER,MEDICAL,N,1
42.0,2211892.0,22,2567341,12.97,449.0,1.1607,OWN,DEBTCONSOLIDATION,N,1
36.0,3581543.0,1,690306,21.75,548.0,0.1927,OWN,MEDICAL,N,0
61.0,4228140.0,1,4048072,8.58,479.0,0.9574,OTHER,DEBTCONSOLIDATION,N,1
64.0,3746219.0,37,2686589,12.68,419.0,0.7171,MORTGAGE,EDUCATION,N,1
61.0,3615685.0,28,1064142,,327.0,0.2943,RENT,EDUCATION,N,1
27.0,246748.0,2,838008,7.88,416.0,3.3962,MORTGAGE,HOMEIMPROVEMENT,N,0
34.0,4059308.0,38,3487422,9.02,561.0,0.8591,OWN,VENTURE,N,1
49.0,1598598.0,6,1634272,10.28,337.0,1.0223,OTHER,DEBTCONSOLIDATION,Y,0
39.0,4973325.0,35,1505298,21.24,496.0,0.3027,OWN,MEDICAL,N,0
39.0,1108395.0,28,2880510,8.08,824.0,2.5988,MORTGAGE,PERSONAL,N,1
22.0,1065767.0,36,1885175,12.08,736.0,1.7688,MORTGAGE,EDUCATION,N,1
61.0,451364.0,35,4500147,,709.0,9.9701,MORTGAGE,EDUCATION,Y,0
35.0,1477878.0,22,1370265,18.83,632.0,0.9272,RENT,DEBTCONSOLIDATION,N,0
